datum,artikel,menge,grund,belegnummer
2024-05-27,100094,15,Versand,WA-20604
2024-05-27,100055,58,Reparatur,WA-20605
2024-05-27,100042,33,Reparatur,WA-20606
2024-05-27,100049,36,Versand,WA-20607
2024-05-28,100022,41,Versand,WA-20608
2024-05-28,100043,69,Versand,WA-20609
2024-05-28,100037,10,Versand,WA-20610
2024-05-28,100083,57,Produktion,WA-20611
2024-05-29,100022,29,Reparatur,WA-20612
2024-05-29,100044,55,Produktion,WA-20613
2024-05-29,100051,41,Reparatur,WA-20614
2024-05-29,100079,67,Versand,WA-20615
2024-05-30,100049,19,Versand,WA-20616
2024-05-30,100007,32,Produktion,WA-20617
2024-05-30,100084,55,Versand,WA-20618
2024-05-30,100000,15,Produktion,WA-20619
2024-05-30,100007,23,Versand,WA-20620
2024-05-30,100028,21,Versand,WA-20621
2024-05-31,100095,55,Retourenaufbereitung,WA-20622
2024-05-31,100004,21,Versand,WA-20623
2024-05-31,100085,59,Retourenaufbereitung,WA-20624
2024-05-31,100046,27,Retourenaufbereitung,WA-20625
2024-05-31,100033,33,Produktion,WA-20626
2024-05-31,100064,57,Produktion,WA-20627
2024-05-31,100054,25,Produktion,WA-20628
2024-05-31,100089,34,Reparatur,WA-20629
2024-05-31,100042,64,Versand,WA-20630
2024-06-01,100073,12,Versand,WA-20631
2024-06-01,100029,56,Produktion,WA-20632
2024-06-01,100081,54,Versand,WA-20633
2024-06-01,100016,22,Versand,WA-20634
2024-06-02,100025,34,Versand,WA-20635
2024-06-02,100007,16,Produktion,WA-20636
2024-06-02,100046,52,Reparatur,WA-20637
2024-06-02,100075,30,Versand,WA-20638
2024-06-02,100090,55,Retourenaufbereitung,WA-20639
2024-06-02,100071,26,Produktion,WA-20640
2024-06-02,100088,24,Reparatur,WA-20641
2024-06-03,100045,32,Produktion,WA-20642
2024-06-03,100067,65,Produktion,WA-20643
2024-06-04,100032,6,Versand,WA-20644
2024-06-04,100000,61,Reparatur,WA-20645
2024-06-05,100018,10,Versand,WA-20646
2024-06-05,100030,14,Reparatur,WA-20647
2024-06-05,100079,33,Retourenaufbereitung,WA-20648
2024-06-05,100013,36,Versand,WA-20649
2024-06-05,100052,51,Versand,WA-20650
2024-06-06,100047,59,Produktion,WA-20651
2024-06-06,100068,28,Versand,WA-20652
2024-06-06,100089,20,Reparatur,WA-20653
2024-06-06,100061,40,Versand,WA-20654
2024-06-06,100091,52,Versand,WA-20655
2024-06-07,100065,10,Retourenaufbereitung,WA-20656
2024-06-07,100063,43,Produktion,WA-20657
2024-06-08,100069,8,Reparatur,WA-20658
2024-06-08,100062,46,Versand,WA-20659
2024-06-08,100072,66,Produktion,WA-20660
2024-06-08,100032,31,Produktion,WA-20661
2024-06-08,100040,30,Produktion,WA-20662
2024-06-08,100088,13,Produktion,WA-20663
2024-06-08,100047,67,Produktion,WA-20664
2024-06-09,100012,21,Versand,WA-20665
2024-06-09,100072,11,Versand,WA-20666
2024-06-09,100076,29,Produktion,WA-20667
2024-06-09,100030,36,Versand,WA-20668
2024-06-09,100074,46,Produktion,WA-20669
2024-06-09,100067,17,Versand,WA-20670
2024-06-09,100097,53,Produktion,WA-20671
2024-06-09,100003,15,Produktion,WA-20672
2024-06-10,100018,51,Versand,WA-20673
2024-06-10,100069,58,Versand,WA-20674
2024-06-10,100097,53,Versand,WA-20675
2024-06-11,100081,39,Produktion,WA-20676
2024-06-11,100012,19,Reparatur,WA-20677
2024-06-11,100022,60,Versand,WA-20678
2024-06-11,100082,31,Produktion,WA-20679
2024-06-12,100074,35,Versand,WA-20680
2024-06-12,100000,62,Versand,WA-20681
2024-06-12,100087,57,Retourenaufbereitung,WA-20682
2024-06-12,100053,12,Versand,WA-20683
2024-06-13,100070,49,Versand,WA-20684
2024-06-13,100088,25,Versand,WA-20685
2024-06-13,100084,23,Versand,WA-20686
2024-06-13,100014,15,Versand,WA-20687
2024-06-13,100064,35,Versand,WA-20688
2024-06-13,100075,26,Produktion,WA-20689
2024-06-14,100070,13,Versand,WA-20690
2024-06-14,100014,19,Versand,WA-20691
2024-06-15,100020,49,Versand,WA-20692
2024-06-15,100018,27,Versand,WA-20693
2024-06-16,100059,23,Produktion,WA-20694
2024-06-16,100092,14,Retourenaufbereitung,WA-20695
2024-06-16,100088,39,Versand,WA-20696
2024-06-16,100032,44,Reparatur,WA-20697
2024-06-17,100048,19,Produktion,WA-20698
2024-06-18,100095,50,Produktion,WA-20699
2024-06-18,100034,30,Versand,WA-20700
2024-06-18,100043,43,Versand,WA-20701
2024-06-18,100089,49,Versand,WA-20702
2024-06-18,100010,20,Produktion,WA-20703
2024-06-18,100098,15,Versand,WA-20704
2024-06-18,100071,15,Retourenaufbereitung,WA-20705
2024-06-19,100077,33,Versand,WA-20706
2024-06-19,100073,4,Versand,WA-20707
2024-06-19,100065,18,Produktion,WA-20708
2024-06-20,100045,11,Versand,WA-20709
2024-06-20,100008,40,Versand,WA-20710
2024-06-20,100002,56,Produktion,WA-20711
2024-06-20,100084,58,Retourenaufbereitung,WA-20712
2024-06-20,100025,47,Produktion,WA-20713
2024-06-20,100071,36,Produktion,WA-20714
2024-06-21,100047,11,Produktion,WA-20715
2024-06-21,100065,10,Retourenaufbereitung,WA-20716
2024-06-21,100069,9,Versand,WA-20717
2024-06-21,100027,38,Versand,WA-20718
2024-06-21,100092,20,Versand,WA-20719
2024-06-21,100025,5,Versand,WA-20720
2024-06-21,100024,30,Produktion,WA-20721
2024-06-21,100011,46,Produktion,WA-20722
2024-06-22,100004,23,Produktion,WA-20723
2024-06-22,100097,30,Versand,WA-20724
2024-06-23,100047,56,Produktion,WA-20725
2024-06-23,100036,56,Versand,WA-20726
2024-06-24,100078,67,Produktion,WA-20727
2024-06-24,100043,23,Produktion,WA-20728
2024-06-24,100099,15,Versand,WA-20729
2024-06-25,100014,59,Versand,WA-20730
2024-06-25,100042,51,Versand,WA-20731
2024-06-25,100047,56,Reparatur,WA-20732
2024-06-25,100086,12,Retourenaufbereitung,WA-20733
2024-06-25,100069,55,Produktion,WA-20734
2024-06-25,100045,46,Versand,WA-20735
2024-06-26,100042,49,Versand,WA-20736
2024-06-26,100020,55,Produktion,WA-20737
2024-06-26,100022,48,Produktion,WA-20738
2024-06-26,100079,15,Versand,WA-20739
2024-06-27,100046,39,Versand,WA-20740
2024-06-27,100014,26,Produktion,WA-20741
2024-06-27,100024,4,Versand,WA-20742
2024-06-27,100035,16,Versand,WA-20743
2024-06-27,100074,12,Versand,WA-20744
2024-06-28,100050,37,Versand,WA-20745
2024-06-28,100014,27,Reparatur,WA-20746
2024-06-28,100067,5,Retourenaufbereitung,WA-20747
2024-06-28,100020,19,Produktion,WA-20748
2024-06-28,100012,14,Versand,WA-20749
2024-06-28,100085,56,Versand,WA-20750
2024-06-29,100018,26,Versand,WA-20751
2024-06-29,100033,31,Versand,WA-20752
2024-06-29,100077,45,Produktion,WA-20753
2024-06-30,100067,27,Versand,WA-20754
2024-06-30,100051,62,Versand,WA-20755
2024-06-30,100026,67,Versand,WA-20756
2024-06-30,100028,30,Versand,WA-20757
2024-07-01,100027,18,Versand,WA-20758
2024-07-01,100034,49,Versand,WA-20759
2024-07-01,100007,60,Retourenaufbereitung,WA-20760
2024-07-02,100015,29,Versand,WA-20761
2024-07-02,100035,55,Versand,WA-20762
2024-07-02,100029,44,Reparatur,WA-20763
2024-07-02,100017,61,Retourenaufbereitung,WA-20764
2024-07-03,100001,49,Produktion,WA-20765
2024-07-04,100048,36,Reparatur,WA-20766
2024-07-04,100076,39,Versand,WA-20767
2024-07-04,100003,8,Versand,WA-20768
2024-07-05,100089,9,Versand,WA-20769
2024-07-05,100088,27,Produktion,WA-20770
2024-07-05,100093,35,Produktion,WA-20771
2024-07-05,100074,57,Versand,WA-20772
2024-07-05,100006,60,Versand,WA-20773
2024-07-05,100094,9,Produktion,WA-20774
2024-07-06,100073,59,Versand,WA-20775
2024-07-06,100038,14,Produktion,WA-20776
2024-07-06,100012,18,Produktion,WA-20777
2024-07-06,100030,45,Produktion,WA-20778
2024-07-06,100070,9,Produktion,WA-20779
2024-07-07,100062,53,Reparatur,WA-20780
2024-07-07,100055,34,Versand,WA-20781
2024-07-07,100041,10,Produktion,WA-20782
2024-07-08,100060,47,Produktion,WA-20783
2024-07-08,100041,61,Versand,WA-20784
2024-07-08,100055,6,Versand,WA-20785
2024-07-08,100035,69,Versand,WA-20786
2024-07-08,100083,31,Versand,WA-20787
2024-07-08,100067,31,Produktion,WA-20788
2024-07-08,100006,30,Reparatur,WA-20789
2024-07-09,100053,46,Versand,WA-20790
2024-07-09,100000,6,Versand,WA-20791
2024-07-09,100043,11,Retourenaufbereitung,WA-20792
2024-07-10,100044,7,Versand,WA-20793
2024-07-10,100046,58,Versand,WA-20794
2024-07-10,100012,52,Produktion,WA-20795
2024-07-10,100021,17,Versand,WA-20796
2024-07-10,100020,34,Versand,WA-20797
2024-07-10,100085,30,Versand,WA-20798
2024-07-10,100091,24,Versand,WA-20799
2024-07-11,100008,19,Produktion,WA-20800
2024-07-12,100025,61,Versand,WA-20801
2024-07-12,100008,59,Versand,WA-20802
2024-07-12,100014,28,Produktion,WA-20803
2024-07-12,100009,27,Reparatur,WA-20804
2024-07-13,100087,12,Versand,WA-20805
2024-07-13,100041,47,Versand,WA-20806
2024-07-13,100071,13,Produktion,WA-20807
2024-07-13,100023,55,Versand,WA-20808
2024-07-14,100079,30,Versand,WA-20809
2024-07-14,100048,67,Produktion,WA-20810
2024-07-14,100025,51,Reparatur,WA-20811
2024-07-15,100090,49,Reparatur,WA-20812
2024-07-15,100036,54,Produktion,WA-20813
2024-07-15,100067,56,Produktion,WA-20814
2024-07-16,100049,62,Versand,WA-20815
2024-07-16,100023,59,Produktion,WA-20816
2024-07-16,100018,49,Versand,WA-20817
2024-07-16,100099,33,Versand,WA-20818
2024-07-16,100059,48,Produktion,WA-20819
2024-07-16,100038,28,Produktion,WA-20820
2024-07-16,100073,7,Versand,WA-20821
2024-07-17,100088,54,Retourenaufbereitung,WA-20822
2024-07-17,100017,56,Versand,WA-20823
2024-07-18,100018,35,Versand,WA-20824
2024-07-18,100035,52,Versand,WA-20825
2024-07-19,100073,40,Produktion,WA-20826
2024-07-19,100096,29,Produktion,WA-20827
2024-07-19,100054,17,Versand,WA-20828
2024-07-19,100068,63,Produktion,WA-20829
2024-07-19,100046,23,Versand,WA-20830
2024-07-19,100048,48,Produktion,WA-20831
2024-07-20,100098,8,Versand,WA-20832
2024-07-20,100097,40,Versand,WA-20833
2024-07-20,100032,64,Retourenaufbereitung,WA-20834
2024-07-20,100020,64,Versand,WA-20835
2024-07-20,100080,48,Versand,WA-20836
2024-07-20,100021,15,Produktion,WA-20837
2024-07-21,100047,5,Retourenaufbereitung,WA-20838
2024-07-21,100036,8,Versand,WA-20839
2024-07-21,100014,10,Versand,WA-20840
2024-07-22,100034,46,Versand,WA-20841
2024-07-23,100091,35,Versand,WA-20842
2024-07-23,100070,52,Versand,WA-20843
2024-07-24,100031,13,Produktion,WA-20844
2024-07-24,100010,30,Retourenaufbereitung,WA-20845
2024-07-25,100009,43,Versand,WA-20846
2024-07-25,100072,18,Versand,WA-20847
2024-07-25,100077,50,Versand,WA-20848
2024-07-26,100076,58,Versand,WA-20849
2024-07-26,100056,66,Reparatur,WA-20850
2024-07-26,100024,61,Versand,WA-20851
2024-07-27,100001,64,Versand,WA-20852
2024-07-27,100063,13,Produktion,WA-20853
2024-07-28,100034,20,Versand,WA-20854
2024-07-28,100006,21,Produktion,WA-20855
2024-07-28,100084,57,Versand,WA-20856
2024-07-29,100017,28,Reparatur,WA-20857
2024-07-30,100066,8,Retourenaufbereitung,WA-20858
2024-07-30,100041,6,Produktion,WA-20859
2024-07-30,100038,31,Retourenaufbereitung,WA-20860
2024-07-31,100040,61,Versand,WA-20861
2024-07-31,100074,19,Versand,WA-20862
2024-07-31,100023,45,Produktion,WA-20863
2024-08-01,100059,68,Produktion,WA-20864
2024-08-01,100045,36,Versand,WA-20865
2024-08-01,100018,10,Versand,WA-20866
2024-08-01,100067,15,Versand,WA-20867
2024-08-02,100089,10,Versand,WA-20868
2024-08-02,100041,67,Versand,WA-20869
2024-08-02,100031,45,Produktion,WA-20870
2024-08-02,100038,41,Versand,WA-20871
2024-08-02,100035,61,Versand,WA-20872
2024-08-02,100096,46,Produktion,WA-20873
2024-08-02,100035,11,Produktion,WA-20874
2024-08-02,100002,39,Reparatur,WA-20875
2024-08-02,100072,38,Produktion,WA-20876
2024-08-02,100007,30,Versand,WA-20877
2024-08-03,100096,44,Reparatur,WA-20878
2024-08-03,100069,45,Versand,WA-20879
2024-08-03,100040,44,Versand,WA-20880
2024-08-03,100067,68,Produktion,WA-20881
2024-08-04,100012,57,Retourenaufbereitung,WA-20882
2024-08-04,100048,50,Versand,WA-20883
2024-08-04,100059,24,Versand,WA-20884
2024-08-04,100001,29,Versand,WA-20885
2024-08-04,100059,69,Versand,WA-20886
2024-08-04,100004,15,Versand,WA-20887
2024-08-04,100043,47,Produktion,WA-20888
2024-08-05,100026,12,Versand,WA-20889
2024-08-05,100031,11,Retourenaufbereitung,WA-20890
2024-08-05,100020,56,Produktion,WA-20891
2024-08-05,100007,29,Produktion,WA-20892
2024-08-05,100071,36,Reparatur,WA-20893
2024-08-05,100049,3,Versand,WA-20894
2024-08-06,100066,34,Versand,WA-20895
2024-08-07,100043,69,Produktion,WA-20896
2024-08-07,100057,22,Reparatur,WA-20897
2024-08-07,100002,37,Produktion,WA-20898
2024-08-07,100085,19,Versand,WA-20899
2024-08-07,100069,20,Retourenaufbereitung,WA-20900
2024-08-07,100001,47,Versand,WA-20901
2024-08-07,100086,55,Reparatur,WA-20902
2024-08-08,100043,67,Retourenaufbereitung,WA-20903
2024-08-09,100001,3,Versand,WA-20904
2024-08-09,100080,60,Produktion,WA-20905
2024-08-09,100034,28,Versand,WA-20906
2024-08-09,100097,22,Versand,WA-20907
2024-08-09,100086,12,Versand,WA-20908
2024-08-10,100029,61,Produktion,WA-20909
2024-08-10,100007,43,Retourenaufbereitung,WA-20910
2024-08-10,100021,7,Produktion,WA-20911
2024-08-10,100043,67,Versand,WA-20912
2024-08-10,100057,19,Reparatur,WA-20913
2024-08-10,100035,24,Retourenaufbereitung,WA-20914
2024-08-10,100068,43,Versand,WA-20915
2024-08-11,100076,13,Retourenaufbereitung,WA-20916
2024-08-11,100092,58,Versand,WA-20917
2024-08-11,100030,53,Reparatur,WA-20918
2024-08-11,100046,23,Versand,WA-20919
2024-08-11,100054,28,Versand,WA-20920
2024-08-11,100079,21,Versand,WA-20921
2024-08-12,100061,62,Produktion,WA-20922
2024-08-12,100029,49,Versand,WA-20923
2024-08-12,100054,28,Versand,WA-20924
2024-08-12,100015,42,Produktion,WA-20925
2024-08-12,100011,7,Retourenaufbereitung,WA-20926
2024-08-13,100016,23,Versand,WA-20927
2024-08-13,100015,6,Versand,WA-20928
2024-08-13,100011,25,Versand,WA-20929
2024-08-13,100007,17,Versand,WA-20930
2024-08-14,100083,10,Reparatur,WA-20931
2024-08-14,100002,43,Reparatur,WA-20932
2024-08-14,100015,21,Produktion,WA-20933
2024-08-14,100029,48,Versand,WA-20934
2024-08-14,100022,30,Produktion,WA-20935
2024-08-14,100091,17,Produktion,WA-20936
2024-08-14,100004,39,Reparatur,WA-20937
2024-08-14,100083,3,Produktion,WA-20938
2024-08-15,100064,69,Produktion,WA-20939
2024-08-15,100029,26,Produktion,WA-20940
2024-08-15,100020,29,Versand,WA-20941
2024-08-16,100083,42,Retourenaufbereitung,WA-20942
2024-08-16,100069,65,Versand,WA-20943
2024-08-16,100021,63,Produktion,WA-20944
2024-08-16,100081,38,Versand,WA-20945
2024-08-16,100071,26,Produktion,WA-20946
2024-08-16,100031,26,Produktion,WA-20947
2024-08-16,100032,6,Versand,WA-20948
2024-08-16,100015,69,Versand,WA-20949
2024-08-17,100075,36,Produktion,WA-20950
2024-08-17,100037,59,Produktion,WA-20951
2024-08-18,100097,51,Versand,WA-20952
2024-08-18,100013,55,Versand,WA-20953
2024-08-18,100035,25,Produktion,WA-20954
2024-08-18,100096,55,Versand,WA-20955
2024-08-18,100022,64,Versand,WA-20956
2024-08-18,100065,43,Versand,WA-20957
2024-08-19,100084,59,Versand,WA-20958
2024-08-20,100001,62,Versand,WA-20959
2024-08-20,100090,56,Versand,WA-20960
2024-08-20,100072,59,Versand,WA-20961
2024-08-20,100064,12,Versand,WA-20962
2024-08-20,100074,42,Versand,WA-20963
2024-08-20,100066,9,Versand,WA-20964
2024-08-20,100051,40,Versand,WA-20965
2024-08-20,100061,63,Reparatur,WA-20966
2024-08-21,100022,5,Versand,WA-20967
2024-08-21,100025,53,Versand,WA-20968
2024-08-22,100067,49,Versand,WA-20969
2024-08-22,100081,40,Versand,WA-20970
2024-08-22,100054,38,Produktion,WA-20971
2024-08-23,100005,43,Produktion,WA-20972
2024-08-23,100034,15,Reparatur,WA-20973
2024-08-23,100021,60,Produktion,WA-20974
2024-08-23,100042,52,Retourenaufbereitung,WA-20975
2024-08-24,100014,32,Versand,WA-20976
2024-08-24,100085,64,Versand,WA-20977
2024-08-24,100059,27,Versand,WA-20978
2024-08-24,100011,29,Versand,WA-20979
2024-08-24,100048,53,Versand,WA-20980
2024-08-24,100041,59,Produktion,WA-20981
2024-08-25,100037,49,Versand,WA-20982
2024-08-25,100081,41,Retourenaufbereitung,WA-20983
2024-08-25,100044,18,Reparatur,WA-20984
2024-08-26,100034,24,Versand,WA-20985
2024-08-26,100029,56,Versand,WA-20986
2024-08-26,100087,23,Versand,WA-20987
2024-08-26,100029,18,Versand,WA-20988
2024-08-26,100077,61,Versand,WA-20989
2024-08-26,100005,33,Versand,WA-20990
2024-08-26,100066,44,Versand,WA-20991
2024-08-27,100079,34,Versand,WA-20992
2024-08-27,100006,61,Retourenaufbereitung,WA-20993
2024-08-27,100051,36,Produktion,WA-20994
2024-08-28,100013,11,Retourenaufbereitung,WA-20995
2024-08-29,100072,13,Versand,WA-20996
2024-08-29,100014,12,Versand,WA-20997
2024-08-29,100020,19,Produktion,WA-20998
2024-08-29,100034,50,Versand,WA-20999
2024-08-30,100065,54,Versand,WA-21000
2024-08-30,100090,27,Produktion,WA-21001
2024-08-30,100001,23,Produktion,WA-21002
2024-08-31,100034,67,Versand,WA-21003
2024-08-31,100081,65,Versand,WA-21004
2024-08-31,100077,53,Versand,WA-21005
2024-09-02,100019,38,Versand,WA-21006
2024-09-02,100081,68,Versand,WA-21007
2024-09-02,100009,17,Versand,WA-21008
2024-09-02,100024,41,Versand,WA-21009
2024-09-03,100065,3,Retourenaufbereitung,WA-21010
2024-09-03,100024,25,Produktion,WA-21011
2024-09-03,100053,41,Produktion,WA-21012
2024-09-03,100032,59,Versand,WA-21013
2024-09-03,100035,36,Versand,WA-21014
2024-09-03,100094,43,Versand,WA-21015
2024-09-03,100013,15,Versand,WA-21016
2024-09-03,100064,8,Versand,WA-21017
2024-09-05,100079,54,Produktion,WA-21018
2024-09-05,100053,5,Produktion,WA-21019
2024-09-05,100051,65,Versand,WA-21020
2024-09-05,100002,51,Versand,WA-21021
2024-09-05,100098,49,Retourenaufbereitung,WA-21022
2024-09-06,100040,57,Versand,WA-21023
2024-09-06,100005,66,Versand,WA-21024
2024-09-06,100024,67,Versand,WA-21025
2024-09-06,100012,69,Produktion,WA-21026
2024-09-06,100097,17,Retourenaufbereitung,WA-21027
2024-09-07,100007,34,Versand,WA-21028
2024-09-07,100020,20,Reparatur,WA-21029
2024-09-07,100097,45,Reparatur,WA-21030
2024-09-07,100067,37,Versand,WA-21031
2024-09-08,100024,60,Versand,WA-21032
2024-09-08,100078,35,Versand,WA-21033
2024-09-08,100067,16,Retourenaufbereitung,WA-21034
2024-09-08,100044,36,Versand,WA-21035
2024-09-08,100059,63,Produktion,WA-21036
2024-09-08,100011,6,Versand,WA-21037
2024-09-08,100031,61,Produktion,WA-21038
2024-09-09,100095,31,Versand,WA-21039
2024-09-09,100091,8,Produktion,WA-21040
2024-09-09,100012,51,Reparatur,WA-21041
2024-09-09,100030,42,Reparatur,WA-21042
2024-09-09,100077,67,Reparatur,WA-21043
2024-09-09,100019,29,Versand,WA-21044
2024-09-10,100017,8,Produktion,WA-21045
2024-09-10,100092,15,Versand,WA-21046
2024-09-10,100059,66,Versand,WA-21047
2024-09-10,100062,64,Versand,WA-21048
2024-09-10,100005,21,Versand,WA-21049
2024-09-11,100031,45,Versand,WA-21050
2024-09-11,100092,22,Retourenaufbereitung,WA-21051
2024-09-11,100042,46,Versand,WA-21052
2024-09-11,100001,25,Produktion,WA-21053
2024-09-12,100059,4,Versand,WA-21054
2024-09-12,100022,24,Versand,WA-21055
2024-09-12,100082,59,Versand,WA-21056
2024-09-13,100030,9,Retourenaufbereitung,WA-21057
2024-09-13,100004,58,Reparatur,WA-21058
2024-09-13,100082,69,Retourenaufbereitung,WA-21059
2024-09-13,100033,18,Retourenaufbereitung,WA-21060
2024-09-13,100009,53,Versand,WA-21061
2024-09-13,100088,14,Versand,WA-21062
2024-09-14,100001,55,Produktion,WA-21063
2024-09-14,100010,7,Versand,WA-21064
2024-09-15,100049,29,Versand,WA-21065
2024-09-15,100030,14,Versand,WA-21066
2024-09-15,100055,19,Produktion,WA-21067
2024-09-15,100078,8,Produktion,WA-21068
2024-09-15,100072,7,Versand,WA-21069
2024-09-15,100086,59,Versand,WA-21070
2024-09-16,100082,30,Produktion,WA-21071
2024-09-16,100008,61,Produktion,WA-21072
2024-09-17,100098,35,Versand,WA-21073
2024-09-17,100020,64,Produktion,WA-21074
2024-09-17,100072,52,Versand,WA-21075
2024-09-17,100027,21,Versand,WA-21076
2024-09-18,100061,68,Produktion,WA-21077
2024-09-18,100006,49,Produktion,WA-21078
2024-09-19,100079,41,Versand,WA-21079
2024-09-19,100015,35,Produktion,WA-21080
2024-09-20,100096,15,Produktion,WA-21081
2024-09-20,100003,56,Produktion,WA-21082
2024-09-20,100003,9,Produktion,WA-21083
2024-09-20,100039,16,Produktion,WA-21084
2024-09-20,100016,21,Versand,WA-21085
2024-09-20,100051,56,Versand,WA-21086
2024-09-20,100092,22,Versand,WA-21087
2024-09-20,100051,31,Versand,WA-21088
2024-09-20,100035,26,Produktion,WA-21089
2024-09-21,100037,65,Versand,WA-21090
2024-09-21,100049,59,Versand,WA-21091
2024-09-21,100062,10,Versand,WA-21092
2024-09-22,100062,64,Versand,WA-21093
2024-09-22,100061,31,Versand,WA-21094
2024-09-23,100098,19,Produktion,WA-21095
2024-09-23,100006,68,Versand,WA-21096
2024-09-23,100026,8,Produktion,WA-21097
2024-09-23,100091,60,Retourenaufbereitung,WA-21098
2024-09-23,100085,30,Versand,WA-21099
2024-09-24,100013,64,Versand,WA-21100
2024-09-24,100070,43,Versand,WA-21101
2024-09-24,100085,43,Produktion,WA-21102
2024-09-24,100004,51,Produktion,WA-21103
2024-09-24,100054,51,Versand,WA-21104
2024-09-24,100001,5,Versand,WA-21105
2024-09-24,100061,12,Reparatur,WA-21106
2024-09-25,100090,37,Versand,WA-21107
2024-09-25,100020,4,Versand,WA-21108
2024-09-26,100078,26,Reparatur,WA-21109
2024-09-26,100020,40,Produktion,WA-21110
2024-09-26,100009,24,Reparatur,WA-21111
2024-09-27,100086,28,Produktion,WA-21112
2024-09-27,100057,45,Reparatur,WA-21113
2024-09-27,100038,57,Versand,WA-21114
2024-09-27,100004,41,Produktion,WA-21115
2024-09-28,100064,31,Retourenaufbereitung,WA-21116
2024-09-28,100012,22,Produktion,WA-21117
2024-09-29,100084,43,Versand,WA-21118
2024-09-29,100089,56,Versand,WA-21119
2024-09-29,100084,22,Versand,WA-21120
2024-09-29,100052,21,Versand,WA-21121
2024-09-29,100081,68,Versand,WA-21122
2024-09-29,100044,32,Produktion,WA-21123
2024-09-30,100031,55,Produktion,WA-21124
2024-09-30,100035,36,Versand,WA-21125
2024-10-01,100080,24,Produktion,WA-21126
2024-10-01,100098,69,Versand,WA-21127
2024-10-01,100059,8,Versand,WA-21128
2024-10-01,100010,29,Versand,WA-21129
2024-10-03,100062,12,Versand,WA-21130
2024-10-03,100020,50,Versand,WA-21131
2024-10-03,100051,61,Versand,WA-21132
2024-10-03,100054,61,Versand,WA-21133
2024-10-03,100025,4,Reparatur,WA-21134
2024-10-03,100067,31,Versand,WA-21135
2024-10-04,100033,67,Produktion,WA-21136
2024-10-04,100051,28,Produktion,WA-21137
2024-10-05,100081,12,Produktion,WA-21138
2024-10-05,100098,55,Retourenaufbereitung,WA-21139
2024-10-06,100092,61,Versand,WA-21140
2024-10-06,100051,24,Versand,WA-21141
2024-10-06,100028,53,Reparatur,WA-21142
2024-10-06,100037,50,Versand,WA-21143
2024-10-06,100041,23,Produktion,WA-21144
2024-10-06,100020,24,Produktion,WA-21145
2024-10-07,100041,32,Produktion,WA-21146
2024-10-07,100012,27,Retourenaufbereitung,WA-21147
2024-10-07,100063,30,Retourenaufbereitung,WA-21148
2024-10-08,100016,67,Produktion,WA-21149
2024-10-08,100008,47,Versand,WA-21150
2024-10-08,100040,9,Reparatur,WA-21151
2024-10-08,100000,51,Versand,WA-21152
2024-10-08,100001,11,Versand,WA-21153
2024-10-08,100059,38,Reparatur,WA-21154
2024-10-09,100047,3,Versand,WA-21155
2024-10-09,100028,12,Versand,WA-21156
2024-10-09,100096,38,Versand,WA-21157
2024-10-09,100009,48,Reparatur,WA-21158
2024-10-09,100057,34,Versand,WA-21159
2024-10-09,100059,34,Produktion,WA-21160
2024-10-10,100020,8,Versand,WA-21161
2024-10-10,100027,50,Produktion,WA-21162
2024-10-10,100074,40,Produktion,WA-21163
2024-10-10,100033,19,Versand,WA-21164
2024-10-11,100007,29,Versand,WA-21165
2024-10-11,100058,56,Versand,WA-21166
2024-10-11,100085,52,Retourenaufbereitung,WA-21167
2024-10-11,100071,37,Produktion,WA-21168
2024-10-11,100048,27,Retourenaufbereitung,WA-21169
2024-10-11,100078,30,Versand,WA-21170
2024-10-12,100016,17,Produktion,WA-21171
2024-10-12,100059,6,Produktion,WA-21172
2024-10-12,100086,29,Produktion,WA-21173
2024-10-12,100087,28,Retourenaufbereitung,WA-21174
2024-10-12,100044,21,Versand,WA-21175
2024-10-12,100082,19,Versand,WA-21176
2024-10-12,100068,45,Produktion,WA-21177
2024-10-13,100031,43,Produktion,WA-21178
2024-10-13,100043,44,Produktion,WA-21179
2024-10-14,100064,52,Versand,WA-21180
2024-10-14,100086,42,Versand,WA-21181
2024-10-14,100007,41,Versand,WA-21182
2024-10-14,100076,25,Versand,WA-21183
2024-10-14,100071,54,Produktion,WA-21184
2024-10-14,100086,49,Produktion,WA-21185
2024-10-14,100042,65,Versand,WA-21186
2024-10-14,100000,45,Versand,WA-21187
2024-10-15,100050,50,Versand,WA-21188
2024-10-15,100023,36,Versand,WA-21189
2024-10-15,100098,42,Produktion,WA-21190
2024-10-15,100023,63,Retourenaufbereitung,WA-21191
2024-10-15,100016,52,Versand,WA-21192
2024-10-15,100004,69,Produktion,WA-21193
2024-10-15,100019,64,Reparatur,WA-21194
2024-10-15,100020,60,Reparatur,WA-21195
2024-10-16,100057,35,Versand,WA-21196
2024-10-16,100030,18,Retourenaufbereitung,WA-21197
2024-10-17,100099,50,Versand,WA-21198
2024-10-17,100010,12,Versand,WA-21199
2024-10-17,100051,40,Versand,WA-21200
2024-10-17,100014,21,Versand,WA-21201
2024-10-18,100082,38,Versand,WA-21202
2024-10-18,100006,61,Versand,WA-21203
2024-10-18,100027,65,Versand,WA-21204
2024-10-18,100050,48,Reparatur,WA-21205
2024-10-19,100057,5,Reparatur,WA-21206
2024-10-19,100004,67,Versand,WA-21207
2024-10-19,100004,10,Reparatur,WA-21208
